grid_id,week_start,outbreak_binary,grid_lat,grid_lon,outbreak_count,pred_proba,split_name,model_name,display_label,n_grids_in_week,risk_rank,risk_percentile,top1,top5,top10,top20
G001942,2025-12-15,1,35.14767384591075,134.02680012687608,1,0.7390943011638484,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,928.0,0.8311782917501366,False,False,False,True
G002129,2025-12-15,1,34.92701787656751,134.65562082575977,1,0.7307358570601218,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,1057.0,0.8076853032234566,False,False,False,True
G002364,2025-12-22,1,35.00063606189606,135.55393610987923,1,0.5986123659390837,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,1276.0,0.7678018575851393,False,False,False,False
G004117,2025-12-22,1,36.459023993268765,140.31500711571272,1,0.5121102631507419,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,1987.0,0.6383172464032052,False,False,False,False
G001092,2025-12-29,1,32.68802686104223,131.60134885975336,1,0.44570444121761216,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,1622.0,0.7047896558004006,False,False,False,False
G003354,2025-12-29,1,36.024314913767554,139.3268603031813,1,0.5573232540887015,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,335.0,0.939173192496813,False,False,True,True
G005504,2025-12-29,1,42.94739058467374,141.84214309871592,1,0.017551001686346077,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,4299.0,0.21726461482425785,False,False,False,False
G002049,2026-01-05,1,34.187210306310234,134.38612624052388,1,0.6453965874596878,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,633.0,0.8849025678382808,False,False,False,True
G002129,2026-01-05,1,34.92701787656751,134.65562082575977,1,0.6417594551743598,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,683.0,0.8757967583318157,False,False,False,True
G002590,2026-01-12,1,34.63188463474168,136.36241986558684,1,0.6306136006985343,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,727.0,0.8677836459661263,False,False,False,True
G002779,2026-01-19,1,35.587194130262716,136.9912405644705,1,0.5701835843415112,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,1133.0,0.7938444727736296,False,False,False,False
G004918,2026-02-16,1,39.22510615028063,141.03365934300834,1,0.01685375602315512,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,2646.0,0.5183026771079948,False,False,False,False
G005502,2026-03-02,1,42.81574042469704,141.84214309871592,1,0.0171864249489383,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,2343.0,0.5734838827171735,False,False,False,False
G004647,2026-03-23,1,37.96135198789263,140.7641647577725,1,0.12196607601539675,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,326.0,0.9408122382079767,False,False,True,True
G005326,2026-03-23,1,42.81574042469704,141.57264851348003,1,0.053130466191318323,test_fy2025,geo_season_previous_week_weather_same_grid_lags,Baseline + same-grid outbreak lags,5491,906.0,0.8351848479329813,False,False,False,True
G005084,2025-10-20,1,42.5515976058003,141.21332239983226,1,0.07960344035001746,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,393.0,0.9286104534693134,False,False,True,True
G005272,2025-10-27,1,42.88160061917065,141.48281698506813,1,0.03764660048326254,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,3750.0,0.317246403205245,False,False,False,False
G003462,2025-11-03,1,38.032143327565045,139.5065233600052,2,0.32468843796412883,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,2169.0,0.6051720997996721,False,False,False,False
G001057,2025-11-17,1,32.3850981945871,131.51151733134145,1,0.6719176585570988,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,106.0,0.9808778000364232,False,True,True,True
G001745,2025-12-01,1,35.4409533592948,133.39797942799242,1,0.6646151257578968,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,1296.0,0.7641595337825533,False,False,False,False
G001942,2025-12-15,1,35.14767384591075,134.02680012687608,1,0.6624693414453635,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,882.0,0.8395556364960846,False,False,False,True
G002129,2025-12-15,1,34.92701787656751,134.65562082575977,1,0.664308517871841,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,855.0,0.8444727736295756,False,False,False,True
G002364,2025-12-22,1,35.00063606189606,135.55393610987923,1,0.5054253075376051,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,1356.0,0.7532325623747951,False,False,False,False
G004117,2025-12-22,1,36.459023993268765,140.31500711571272,1,0.3955317053090518,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,2083.0,0.6208340921507922,False,False,False,False
G001092,2025-12-29,1,32.68802686104223,131.60134885975336,1,0.29790631788829147,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,1642.0,0.7011473319978145,False,False,False,False
G003354,2025-12-29,1,36.024314913767554,139.3268603031813,1,0.4467824671340948,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,822.0,0.8504826079038427,False,False,False,True
G005504,2025-12-29,1,42.94739058467374,141.84214309871592,1,0.004757405133996929,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,4597.0,0.1629939901657257,False,False,False,False
G002049,2026-01-05,1,34.187210306310234,134.38612624052388,1,0.6639684099949038,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,182.0,0.9670369695865962,False,True,True,True
G002129,2026-01-05,1,34.92701787656751,134.65562082575977,1,0.5276755938789603,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,1051.0,0.8087780003642324,False,False,False,True
G002590,2026-01-12,1,34.63188463474168,136.36241986558684,1,0.5286948045657349,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,907.0,0.8350027317428519,False,False,False,True
G002779,2026-01-19,1,35.587194130262716,136.9912405644705,1,0.4427177238077358,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,885.0,0.8390092879256966,False,False,False,True
G004918,2026-02-16,1,39.22510615028063,141.03365934300834,1,0.008818927111274147,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,2534.0,0.5386996904024768,False,False,False,False
G005502,2026-03-02,1,42.81574042469704,141.84214309871592,1,0.009549029422832752,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,2609.0,0.5250409761427791,False,False,False,False
G004647,2026-03-23,1,37.96135198789263,140.7641647577725,1,0.08417934410450549,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,361.0,0.9344381715534511,False,False,True,True
G005326,2026-03-23,1,42.81574042469704,141.57264851348003,1,0.016210962015108542,test_fy2025,geo_season_previous_week_weather_neighbor_past,Baseline + neighboring past outbreaks,5491,1157.0,0.7894736842105263,False,False,False,False
G005084,2025-10-20,1,42.5515976058003,141.21332239983226,1,0.07235856457466935,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1199.0,0.7818248042250956,False,False,False,False
G005272,2025-10-27,1,42.88160061917065,141.48281698506813,1,0.0412491531779022,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,3930.0,0.28446548898197055,False,False,False,False
G003462,2025-11-03,1,38.032143327565045,139.5065233600052,2,0.33256049375379126,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,2422.0,0.5590967036969587,False,False,False,False
G001057,2025-11-17,1,32.3850981945871,131.51151733134145,1,0.6700899041444376,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,75.0,0.9865234019304316,False,True,True,True
G001745,2025-12-01,1,35.4409533592948,133.39797942799242,1,0.6878851292500818,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1027.0,0.8131487889273357,False,False,False,True
G001942,2025-12-15,1,35.14767384591075,134.02680012687608,1,0.6783396055409842,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,787.0,0.8568566745583682,False,False,False,True
G002129,2025-12-15,1,34.92701787656751,134.65562082575977,1,0.6633754105755293,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,948.0,0.8275359679475506,False,False,False,True
G002364,2025-12-22,1,35.00063606189606,135.55393610987923,1,0.48702958605684105,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1904.0,0.6534328901839374,False,False,False,False
G004117,2025-12-22,1,36.459023993268765,140.31500711571272,1,0.4321479125300738,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,2088.0,0.6199235112001458,False,False,False,False
G001092,2025-12-29,1,32.68802686104223,131.60134885975336,1,0.3456298423405139,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1594.0,0.7098889091240211,False,False,False,False
G003354,2025-12-29,1,36.024314913767554,139.3268603031813,1,0.4900571998085452,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,662.0,0.879621198324531,False,False,False,True
G005504,2025-12-29,1,42.94739058467374,141.84214309871592,1,0.01736771584036289,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,4363.0,0.2056091786559825,False,False,False,False
G002049,2026-01-05,1,34.187210306310234,134.38612624052388,1,0.6173438674171953,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,551.0,0.8998360954288837,False,False,False,True
G002129,2026-01-05,1,34.92701787656751,134.65562082575977,1,0.5525217327041312,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1020.0,0.8144236022582407,False,False,False,True
G002590,2026-01-12,1,34.63188463474168,136.36241986558684,1,0.5150843895871076,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1057.0,0.8076853032234566,False,False,False,True
G002779,2026-01-19,1,35.587194130262716,136.9912405644705,1,0.4119771425198239,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1674.0,0.6953196139136769,False,False,False,False
G004918,2026-02-16,1,39.22510615028063,141.03365934300834,1,0.029432240399139668,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1616.0,0.7058823529411764,False,False,False,False
G005502,2026-03-02,1,42.81574042469704,141.84214309871592,1,0.01085152542059718,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,3285.0,0.40193043161537056,False,False,False,False
G004647,2026-03-23,1,37.96135198789263,140.7641647577725,1,0.10103938662032576,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,394.0,0.9284283372791842,False,False,True,True
G005326,2026-03-23,1,42.81574042469704,141.57264851348003,1,0.02295220356313218,test_fy2025,geo_season_previous_week_weather_lags_neighbor_past,Baseline + same-grid lags + neighboring past outbreaks,5491,1195.0,0.7825532689856128,False,False,False,False
