model_name,events,matched_events,top1_events,top1_capture_rate,top5_events,top5_capture_rate,top10_events,top10_capture_rate,top20_events,top20_capture_rate,top30_events,top30_capture_rate,mean_risk_percentile,median_risk_percentile,mean_rank,median_rank,mean_model_score,median_model_score
baseline_extratrees_geo_season_previous_week_weather,49,49,3,0.061224489795918366,10,0.20408163265306123,11,0.22448979591836735,21,0.42857142857142855,24,0.4897959183673469,0.6779357644697223,0.6961748633879781,1769.1326530612246,1669.0,0.3644313630950092,0.3276716316839373
external_extratrees_geo_season_previous_week_weather_gis,49,49,6,0.12244897959183673,13,0.2653061224489796,19,0.3877551020408163,29,0.5918367346938775,34,0.6938775510204082,0.7578324225865208,0.8553734061930783,1330.5,795.0,0.3201902020247134,0.2431430310263444
